,Full_Street_address,SF_avail,Price_per_sf_per_year,Prop_desc,Latitude,Longitude,City,Zipcode
974,"15 Burnett Boulevard, Poughkeepsie, NY 12603",4200,17.5,"(""Northeast Corner of U.S. Route 44 aka Dutchess Turnpike and Burnett Boulevard\n\nAnchored by Stop &amp; Shop\n\nAvailable Square Footage:\n787 \xc2\xb1 SF - S\n573 \xc2\xb1 SF - T\n2,880 \xc2\xb1 SF - B\n4,200 \xc2\xb1 SF - F\nSuites S &amp; T can be combined for a total of 1,360 \xc2\xb1 SF\n*Square Footage is subject to further confirmation*\n\nFrontage:\n189.1' - U.S. Route 44\nTBC - Burnett Boulevard\n\nCo-Tenants:    \nStop &amp; Shop / Mid-Hudson Valley Federal Credit Union  \nRadio Shack / Key Bank \nH&amp;R Block / Ulster Savings Bank\nNonna' s Pizza / Stop &amp; Shop Gas \nHudson Laundromat / # 1 Chinese Restaurant\nGNC / Game Stop\nDollar Tree / B&amp;B Pretty Nail\nSally Beauty / Joel's Cutting Zone\nBig Lots / Subway\nPrecision Mixed Martial Arts\n\nArea Retailers:\nWalgreens / KMart / HVFCU"", 'U')",41.6978377,-73.8880292,Poughkeepsie,12603
975,"129 133 W 52nd Street, New York, NY 10019",5200,175.0,"('135 West 52nd Street is a stunning condominium conversion of the world famous Flatotel. The Ground Floor retail sits at the base of 109 beautifully appointed luxury apartments and 55,000 SF of office space.\n\nDesigned by the award winning architecture and interior design firm Cetra Ruddy, 135 West 52nd Street was created with the vision of distinction, relevance, and beauty. Teaming up with French lighting designer Thierry Dreyfus, the developers delivered one of the most incredible displays of modern lighting throughout the fa\xc3\xa7ade and public spaces of the property.', '.')",40.7615933,-73.9804996,New York,10019
976,"2799 Monroe Avenue, Rochester, NY 14618",2200,25.0,"('- 2,200 +/- SF Available', 'e')",43.11186,-77.5497168,Rochester,14618
977,"33 Lake Street, Monroe, NY 10950",900,21.33,"('Fantastic space in prime village of Monroe location,  900 SF of ground level space available for a variety of uses, A sublease of current tenant (back room of his business). Lots of windows looking out to sidewalk and busy Lake Street, lots of natural light. Ideal for full time retail or office space. Small side room with sink and storage, One bathroom, Central air, Landlord also VERY NEGOTIABLE with regard to type and length of use for example, renting the space a set amount of days per week for classes, etc. Tenant responsible for utilities. NO NNN or CAM fees!', '!')",41.3286322,-74.1889594,Monroe,10950
978,"25 Lake Street, Monroe, NY 10950",995,22.01,"('Prime retail/office space in the heart of the Village of Monroe -- just a block from the lakes. 995 square feet. Available immediately. Formerly a hair salon, but approved for a variety of commercial uses (retail, office, etc.). Lots of natural light with large picture window facing sidewalk entrance. Central air. Unit has ample ""backroom"" space, too -- two utility rooms/offices and a bathroom. Located on busy road, both in terms of car and foot (sidewalk) traffic. Lease terms include all Triple Net/CAM charges. Tenant responsible for utilities.', '.')",41.3285338,-74.1886916,Monroe,10950
979,"7817 Myrtle Avenue, Ridgewood, NY 11385",4000,18.75,"('Retail building available in Glendale! One story building with central air system for heating and cooling, glass frontage for plenty of natural light and a basement for storage! Also includes two restrooms, drop ceilings, spotlights, tile flooring, a huge 600 sf walk-in freezer (20 x 30). The space is divisible and used to be a flower shop.', '.')",40.702937,-73.871032,Ridgewood,11385
980,"850 Route 22, Brewster, NY 10509",7500,14.0,"('Busy strip center located just off major highways with high traffic count and visibility. This space can lend itself to many uses. High ceilings, large rooms, offices, reception area, access to backyard for light distribution.  Highly visible window exposure. Great location and opportunity.', '.')",41.3947573,-73.6061751,Brewster,10509
981,"2443 Route 6, Southeast, NY 10509",3000,10.0,"('Commercial, free-standing building for lease. Last use was education/school. Many other permitted uses available in this commercially zoned area. Plenty of parking. 20+ spaces. Centrally located. Great flat property with water views!', '!')",41.4167739,-73.671668,Southeast,10509
982,"1410 Erie Boulevard, Schenectady, NY 12305",19750,6.0,"('Outstanding location with great visibility.  Easy access to major highways. Plenty of parking in this high growth  neighborhood. Proactive Landlord, outstanding property management and maintenance. Former train station with improvements being made.  Perfect for showroom/warehouse application.', '.')",42.819069,-73.938277,Schenectady,12305
983,"772 Route 50, Burnt Hills, NY 12027",4200,8.5,"('Clean Retail Plaza with many new upgrades. Space has new walls and ceiling tiles. Great mix of tenants! Lots of parking, and a clean and well maintained strip mall await your customers.', '.')",42.9046238,-73.9014202,Burnt Hills,12027
984,"2050 Western Avenue, Guilderland, NY 12084",2800,14.0,"('An outstanding and well-known plaza with restaurants, banks and retail spaces! Eclectic mix of tenants, plenty of parking, and a high traffic count on Route 20 (42,000 +) and State Farm Rd make this a fantastic location for your business. Proactive landlord keeps building and grounds in outstanding shape&amp;  your customers will enjoy shopping here. Large windows offer plenty of natural light, and make for very nice display.', '.')",42.697025,-73.8897147,Guilderland,12084
985,"2563 Western Avenue, Altamont, NY 12009",715,10.0,"('New owners to provide - outstanding property management and maintenance - clean and well landscaped site. Plenty of parking.', '.')",42.7137595,-73.929654,Altamont,12009
986,"180 Erie Boulevard, Schenectady, NY 12305",7360,6.0,"('Fantastic Visibility', 'y')",42.8131599,-73.944761,Schenectady,12305
987,"115 Saratoga Road, Glenville, NY 12302",3200,17.5,"(""Without a doubt, one of the capital region's premier buildings. Spectacular inside and out.All new&amp;  This one must be seen to be truly appreciated."", '.')",42.8593135,-73.9365358,Glenville,12302
988,"123 Saratoga Road, Glenville, NY 12302",1814,15.0,"('Very nice retail/office space with an eclectic mix of tenants and plenty of parking. Proactive landlord keeps building and grounds in outstanding shape and has an office on site.', '.')",42.8602375,-73.9356857,Glenville,12302
989,"2777 Webster Avenue, Bronx, NY 10458",9000,26.67,"(""Tamerlain Realty is pleased to present this Fordham heights retail/medical office space.  100' of prime Fordham Heights Webster Avenue frontage. 9,000 SF total or 4,500SF min divisible spaces; one with a 4,500 SF basement. Both spaces recently updated. New concrete and steel roof, New porcelain floors, new store front, new ceilings, new bathrooms, new light fixtures. Perfect retail or medical office.\n\nLOT SIZE: 10,000 SF\n\nBUILDING SF: 9,000 SF\n\nSPACE AVAILABLE: 9,000 SF\n\nMIN. DIVISIBLE: 4,500 SF\n\nLEASE RATE:\n4,500 SF at $53.00 SF/YR or $20,000 month\n4,500 SF (plus 4,500 SF basement)at $64.00 SF/YR or $24,000 month\n\nESCALATIONS: 3% annual for 1st 10years; 4% thereafter \n\nREAL ESTATE TAXES: $4,200.00 month (on a 9,000 SF retail lease or $2,100.00 month on a 4,500 SF retail lease).\n\nZONING: C2-4/R7-1\n\nCERTIFICATE OF OCCUPANCY: Retail stores\n\nCEILING HEIGHT: 10'  \n\nSTORIES: 1"", '1')",40.866292,-73.885825,Bronx,10458
990,"891 Bedford Avenue, Brooklyn, NY 11205",1600,33.75,,40.693421,-73.955566,Brooklyn,11205
991,"1951 1955 Adam C Powell Jr Boulevard, New York, NY 10026",1025,55.61,"('Under Renovation currently - will be delivered as a white box.  High Ceilings, Tall Facade, Lofty Windows. 480 sf upstairs and 520 sf downstairs with a half bath on each floor.  This is a CORNER property in West Harlem directly between two train lines with great commuter traffic and a solid neighborhood in need of goods an services.', '.')",40.804231,-73.951262,New York,10026
992,"973 Genesee Street, Rochester, NY 14611",5284,15.9,"('Former auto repair shop and retail store offers excellent potential to a new user. The site is surrounded by new hotel, housing and retail developments driven by the University of Rochester. Approximately 3,000 SF of garage space with 3 overhead doors and 2,800 SF of retail space.', '.')",43.1308115,-77.6366537,Rochester,14611
993,"1412 Mermaid Avenue, Brooklyn, NY 11224",2100,50.0,"('2,100 square feet of space with a full basement. Frontage on Mermaid Avenue is 21 feet.', '.')",40.5768116,-73.9819906,Brooklyn,11224
994,"918 Hempstead Turnpike, Franklin Square, NY 11010",900,22.0,"('Prime Retail/Storefront Space On Hempstead Turnpike Near Franklin Avenue. 900 Ft. Was Formerly Eyemart. Front &amp; Rear Entrance With Full Basement. 1 Half Bath. Separate Electric/H V A C. Landlord Pays Taxes, Water &amp; Insurance. Multi-Year Lease', 'e')",40.7074757,-73.6740443,Franklin Square,11010
995,"10 Stage Door Road, Fishkill, NY 12524",20000,11.0,"('Excellent location for this flexible multi-use building. The total space breakdown is 8,046 of flex space on the first floor service by two loading docks and currently with public retail/sales entrance access, and 2,000 sq. ft. of excellent office space on the second level service by private entrance. Permitted use includes light manufacturing, warehouse space, showroom/retail and office use.', '.')",41.5593655,-73.9006778,Fishkill,12524
996,"1811 Rt 376, Poughkeepsie, NY 12603",3000,14.5,"('Now leasing fully approved 3,000 sq. ft. building situated along high traffic highway NYS Route 376.  Still time to customize your suite for an efficiency and practically space configuration.  Whether  your use is retail, service or office;  NB  Neighborhood Business Zoning permits a host of allowable uses including; chiropractor, dentist, retail shops, craft and artisan studios and shops, contractors office, mix use residential and personnel service, and much more. Ample parking, well and septic. Excellent road frontage visibility with traffic counts of 15,200 AADT.  Outstanding Demographics.', '.')",41.6406599,-73.8749851,Poughkeepsie,12603
997,"25 Collegeview Avenue, Poughkeepsie, NY 12603",800,16.5,"(""New owner has taken great pride and expense improving the subject property over this past year. Additional capital improvements are planned for the spring that will enhance the property even further. Only one suite remains available. Whether your use is retail, service or office;  ATC  Arlington Town Center Zoning permits a host of allowable uses including; chiropractor, dentist, retail shops, craft and artisan studios and shops, contractors office, personnel service, yoga instruction, physical therapy, health, exercise or fitness clubs, entertainment uses, commercial recreation facilities, day-care center, place of worship, pet grooming, training schools or programs and much more.  Outstanding Demographics.  Located adjacent to Vassar College in the heart of the Arlington Business District' s rebirth of redevelopment with thriving retail shops and restaurants."", '.')",41.6917029,-73.897914,Poughkeepsie,12603
998,"90 S Clinton Avenue, Rochester, NY 14604",2039,18.5,"('Perfect spot for a bar or restaurant! The renovated pavilion will have approximately 2,039 SF.', '.')",43.1554152,-77.6056264,Rochester,14604
999,"360 Monroe Avenue, Rochester, NY 14607",7013,14.0,"(""Formerly the Genesee Hospital campus, Alex Park is a mixed-use office and residential development connecting the Rochester's vibrant Park Avenue and East End neighborhoods.\n\nThe development is currently home to 400,000 square feet of fully leased medical and healthcare offices, EarthLink's 71,000 square foot Rochester office, and an 1,800 space parking garage. Canandaigua National Bank opened a branch office in the development in 2009 that sits facing Alexander Street."", '.')",43.1482479,-77.5966105,Rochester,14607
1000,"188 Lafayette Street, New York, NY 10013",700,240.0,"(""The store features all glass storefront, high 12' ceilings, exposed wood beams, polished concrete floors, bathroom, HVAC system.  Will consider non-cooking food/cafe."", '.')",40.7209254,-73.9985405,New York,10013
1001,"3507 Broadway, Astoria, NY 11106",2000,57.0,"('20 Ft wide Frontage on 35th St &amp; Broadway Retail Space for Rent. 2000 SF + Additional 900 SF Basement.\nWill consider Food/restaurant. Contact Broker for appointments.', '.')",40.7604811,-73.9217502,Astoria,11106
1002,"180 S 4th Street, Brooklyn, NY 11211",2200,48.0,"(""Any use just adhere to zoning. Commercial condo. with 35' of frontage, great for light food/beer and wine liquor possible, retail, at the foot of the WILLIAMSBURG BRIDGE."", '.')",40.710904,-73.9609574,Brooklyn,11211
1003,"133 Harrison Avenue, Brooklyn, NY 11206",1500,40.0,"('Availabe May 15th or June 1st. Corner Store. Cooking area in back. 2100 sq. ft. On the corner of Union St. / Harrison Ave./  Lorimer St. 1/2 block from the Knights Towing Development Site, ie. Broadway Triangle,  Huge upside and great potential for restaurant/coffee shop/fruit and vegetable market.  Foot traffic will be increasing greatly.', '.')",40.7029663,-73.9499219,Brooklyn,11206
1004,"143 Broadway, Brooklyn, NY 11211",2600,69.23,"('EXPOSED BRICK, ARCHITECTURAL DETAILS, SMALL BACKYARD SPACE, IN FRONT OF BROADWAY PROMENADE, 1400 SQ. FT 1ST FLOOR, 1200 SQ. FT. BASEMENT, ARCHED BRICK IN BASEMENT FOR A WINE TASTING/PRIVATE DINNER ROOMS,,,AMAZING SPACE, HIGH CEILINGS THROUGHOUT!!', '!')",40.7104771,-73.9632477,Brooklyn,11211
1005,"210 Montrose Avenue, Brooklyn, NY 11206",1250,30.72,"('Excellent location, vintage storefront, booming area, high ceilings, gorgeous brick building, tin ceilings, endless possibilities, 25 by 50 backyard, half paved, half garden, awesome outdoor space!!', '!')",40.7073819,-73.9408055,Brooklyn,11206
1006,"444 Beach 129th Street, Belle Harbor, NY 11694",1440,30.0,"('Rare Opportunity. Desirable Retail Space in Belle Harbor, NY (Far Rockaway, Queens) Fantastic for a multitude of uses.. Retail, Office, Medical, Restaurant, Bank. \n\nExclusively Represented by Donny Moskovic at Katz &amp; Associates. Experts in Retail Real Estate', 'e')",40.5790601,-73.8496438,Belle Harbor,11694
1007,"16 Hill Street, Southampton, NY 11968",1298,40.0,"('Prime Southampton Village retail location available immediately for lease. Approved for a ""Wet Use.""  A food establishment with up to 16 seats is pre-approved.  Complete with high ceilings, central air-conditioning and additional basement storage this store is ready for immediate occupancy.', '.')",40.8831678,-72.3936048,Southampton,11968
