,age,type_employer,education,education_num,marital,occupation,relationship,race,sex,capital_gain,capital_loss,hr_per_week,country,income
26256,20,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,Mexico,0
30666,42,Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1
31284,61,Self-emp-not-inc,HS-grad,9,Widowed,Prof-specialty,Unmarried,White,Female,0,0,16,United-States,0
22213,52,Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0
11444,32,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,0
30746,22,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,0
8189,43,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,5013,0,40,United-States,0
17483,39,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,50,?,1
18227,45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,32,United-States,0
6561,26,State-gov,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,2463,0,50,India,0
29716,28,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,0
19069,56,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
27444,19,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,0
28278,20,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
38,19,Private,HS-grad,9,Married-AF-spouse,Adm-clerical,Wife,White,Female,0,0,25,United-States,0
15511,21,State-gov,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,0
20667,38,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,56,United-States,0
1399,51,Private,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2105,0,45,United-States,0
31679,61,Federal-gov,HS-grad,9,Divorced,Adm-clerical,Own-child,Black,Female,0,0,20,United-States,0
17200,27,Private,Bachelors,13,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
6361,42,Private,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,?,0
30787,43,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,0
3333,34,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
572,51,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
20400,60,?,Some-college,10,Widowed,?,Not-in-family,Black,Female,0,0,40,United-States,0
29890,22,Private,Some-college,10,Married-AF-spouse,Other-service,Wife,White,Female,0,0,40,United-States,1
5513,20,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,0
17508,22,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,16,United-States,0
3680,18,Private,11th,7,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,0
1461,48,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,1
10963,21,Private,Some-college,10,Never-married,Protective-serv,Not-in-family,Black,Female,99999,0,40,United-States,1
18269,24,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,45,United-States,0
3717,44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,50,United-States,1
5871,51,Private,7th-8th,4,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,0,0,50,Dominican-Republic,0
941,31,Private,Assoc-acdm,12,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,0
3125,19,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
24713,25,Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,37,United-States,0
5289,32,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,0
17479,28,Private,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,0
24955,17,Private,11th,7,Never-married,Adm-clerical,Own-child,White,Male,0,0,16,United-States,0
15947,33,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,0
31311,27,Private,11th,7,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
5867,51,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,0
17039,30,Private,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
10506,26,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,0
29369,49,Federal-gov,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
14775,52,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
22243,38,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
26109,34,Private,Prof-school,15,Never-married,Exec-managerial,Own-child,White,Male,0,0,50,United-States,0
28018,27,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States,0
13982,34,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,55,United-States,0
26751,20,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,Germany,0
19434,59,?,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0
1594,55,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,?,1
185,37,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,42,United-States,1
27772,65,Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,2174,40,United-States,1
18820,44,Private,Assoc-voc,11,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0
10175,18,Private,7th-8th,4,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0
1063,54,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,32,Mexico,0
4487,55,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,1
21657,37,Private,HS-grad,9,Divorced,Farming-fishing,Unmarried,White,Male,0,0,45,United-States,0
11644,28,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
17646,40,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,0
11240,35,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,0
23947,20,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,0
13627,21,?,10th,6,Never-married,?,Unmarried,White,Female,0,0,30,United-States,0
445,27,Private,9th,5,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,Mexico,0
109,31,Local-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
1362,52,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
21304,34,Private,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,45,Portugal,0
16836,73,?,Assoc-voc,11,Married-spouse-absent,?,Not-in-family,White,Female,0,0,32,United-States,0
16502,40,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0
721,33,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
11682,48,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,0
10900,30,Private,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,50,United-States,0
3352,30,?,Some-college,10,Never-married,?,Not-in-family,White,Female,0,1719,25,United-States,0
28949,81,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,10,United-States,0
24522,59,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
7540,24,Private,12th,8,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0
21203,22,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,35,United-States,0
12495,32,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
28329,21,Private,11th,7,Never-married,Sales,Own-child,White,Female,0,0,38,United-States,0
24757,54,Federal-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
28625,26,Local-gov,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,0
31742,31,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,0
16949,27,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,4865,0,36,United-States,0
11967,55,Private,5th-6th,3,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,0
21493,24,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,0
21373,29,Federal-gov,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,55,United-States,0
9887,37,Private,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
4286,59,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1887,40,United-States,1
9262,39,Private,10th,6,Divorced,Other-service,Not-in-family,White,Female,0,0,60,United-States,0
28847,39,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
29304,48,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,1
5311,40,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
23505,31,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
23250,37,Local-gov,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,France,1
14278,42,Federal-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,1
32185,46,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,38,United-States,0
22708,17,Local-gov,10th,6,Never-married,Protective-serv,Own-child,White,Female,0,1602,40,United-States,0
17321,40,Private,Assoc-voc,11,Separated,Craft-repair,Not-in-family,White,Female,0,0,60,United-States,0
28832,49,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,0
5160,27,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,49,United-States,0
10230,39,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0
2739,37,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,7298,0,45,United-States,1
18556,30,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,?,0
2649,32,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,4101,0,50,United-States,0
16507,21,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,United-States,0
1443,36,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
24961,20,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,?,0
29490,36,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,55,United-States,0
16137,69,?,11th,7,Married-civ-spouse,?,Husband,White,Male,0,0,48,United-States,0
15,40,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,?,1
16857,71,Private,7th-8th,4,Widowed,Exec-managerial,Not-in-family,White,Male,6097,0,40,United-States,1
29847,30,Local-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
18595,37,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,68,United-States,0
14391,45,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,42,United-States,1
23007,40,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
11139,28,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5013,0,55,United-States,0
9388,29,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
8345,27,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,0
27745,37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,0
1174,20,Private,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States,0
19238,29,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,0
17756,31,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,48,United-States,1
23146,41,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,2339,40,United-States,0
2255,63,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
30966,54,Local-gov,HS-grad,9,Widowed,Other-service,Unmarried,Black,Female,0,0,40,United-States,0
6885,35,Private,Assoc-voc,11,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,0,0,44,United-States,0
7814,47,Private,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1485,58,United-States,0
23372,77,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,10,United-States,0
8276,28,Private,HS-grad,9,Never-married,Farming-fishing,Unmarried,White,Female,0,0,35,United-States,0
18938,21,Private,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,32,United-States,0
27156,30,Private,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,United-States,0
4420,35,Private,Bachelors,13,Never-married,Other-service,Other-relative,White,Male,0,0,50,United-States,0
29552,33,Private,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,38,United-States,0
12393,24,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
25190,51,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,36,United-States,0
26200,43,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
23025,23,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
8595,28,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,40,United-States,1
20707,41,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,0
19997,34,Private,12th,8,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Dominican-Republic,0
4080,39,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,4064,0,38,United-States,0
24242,20,?,Some-college,10,Never-married,?,Own-child,White,Female,0,0,15,United-States,0
9777,36,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
30683,25,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,0
5866,24,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
17914,26,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States,0
1318,35,?,Assoc-acdm,12,Never-married,?,Not-in-family,White,Male,0,0,55,United-States,0
20592,35,Private,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,0
25695,43,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178,0,40,United-States,1
31327,40,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,1628,45,United-States,0
5328,52,Private,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,1
6936,60,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,1848,40,United-States,1
14318,47,Private,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,60,United-States,0
23631,32,Private,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,35,United-States,0
24175,29,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,0
2699,50,Self-emp-not-inc,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,0
6710,42,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Black,Female,5455,0,50,United-States,0
20422,82,Private,5th-6th,3,Widowed,Other-service,Unmarried,White,Male,0,0,20,United-States,0
23411,43,Private,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,0
2555,36,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
4446,57,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
22131,67,?,Masters,14,Married-civ-spouse,?,Husband,White,Male,0,0,2,United-States,0
26276,53,Private,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
15174,28,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,51,Cuba,0
32423,47,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,32,United-States,0
14904,79,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
7942,52,Private,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Male,0,0,32,United-States,0
744,26,Private,Assoc-voc,11,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,0
1130,28,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,0
15582,28,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,1
31435,39,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,45,United-States,1
7144,42,Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,60,United-States,1
6851,43,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
22144,26,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,0
19752,35,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,55,United-States,0
21755,49,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,1
