,Job Title,Location,Company,Salary,No. of Reviews,Company Ratings,Job Summary
10686,Clinical Lab Scientist,"San Diego, CA",Kaiser Permanente,None,"3,803 reviews",52.1,Operates computerized laboratory data systems/applications. A current and valid California State Clinical Laboratory Scientist License (CLS)....
10687,SSD Software Engineer (Programmer) San Diego,"San Diego, CA",Kaiser Permanente,None,"3,803 reviews",52.1,Able to clearly present data. Able to distill raw data into key required parameters. Able to distill raw data into key required parameters with value added...
10688,Supplier Quality Engineer,"San Diego, CA",Quidel Corporation,None,None,None,The role will work with Procurement and cross functionally with scientists and engineers in R&amp;D and Manufacturing....
10689,Staff Scientist,"San Diego, CA","Apex Companies, LLC",None,14 reviews,41.4,"Gather, analyze, and interpret data; Experience with data management and report preparation. 2-6 years of experience with environmental field sampling and data..."
10690,"Staff Scientist, Target Discovery","San Diego, CA",Takeda Pharmaceuticals,None,146 reviews,44.4,"Identify novel drug targets through gene expression profiling, data analysis, public database mining, and literature search...."
10691,Clinical Affairs Study Program Manager,"San Diego, CA",Dexcom,None,25 reviews,43.8,"Ability to define problems, collect data, establish facts, and draw valid conclusions. Strong, professional oral and written communication skills are needed to..."
10692,Compliance Task Order Manager,"San Diego, CA",KMEA,None,None,None,"Collecting and managing field data and interpreting field and analytical data. We seek full time Environmental Engineers or Scientists for the San Diego area,..."
10693,"Scientist III, In Vitro Pharmacology","San Diego, CA 92119",Dart NeuroScience LLC,None,None,None,"Self-starting abilities are expected and the candidate must be organized with data collection, meeting presentations and composing study reports...."
10694,"Scientist, Process Development (Purification)","San Diego, CA",PaxVax,None,None,None,"Good data anaylsis skills. The Scientist, Process Development (Purification) is responsible for process development of PaxVax's various viral vaccine program,..."
10695,Research Associate-Senior Research Associate,"San Diego, CA","Kyowa Kirin Pharmaceutical Research, Inc.",None,None,None,Designs experiments and analyzes routine data produced from cell based assays and in vivo mouse models with limited guidance from supervisor and/or other...
10696,Consumables Development Engineer / Scientist - Array Develop...,"San Diego, CA","Illumina, Inc.",None,52 reviews,41.4,"Plan and conduct experiments, analyze and interpret data, make timely recommendations based on sound evidence; All About Us...."
10697,Staff Field Applications Scientist (Oncology),"San Diego, CA","Illumina, Inc.",None,52 reviews,41.4,Demonstrated understanding of commonly-used Genotyping data analysis software applications and/or Bioinformatics tools and programs desired....
10698,None,"San Diego, CA",NIBR,None,None,None,Experience generating basic pharmacokinetic parameters from LC-MS/MS data. Well organized with good time and data management skills....
10699,"Senior Scientist, Immunology / Immuno-Oncology","San Diego, CA 92102",Celgene Corporation,None,91 reviews,51.6,"Develop, conduct and analyze in vitro/ex vivo mechanism of action assays to support data for efficacy studies...."
10700,Associate Scientist - bacTRAP,"San Diego, CA",Takeda Pharmaceuticals,None,146 reviews,44.4,"Applies in vivo skills and techniques to design, conduct, and interpret data from pharmacological and behavioral studies...."
10701,Cell Culture Development Scientist,"San Diego, CA",Biolegend,None,7 reviews,39.6,"The Cell Culture Development Scientist – will take the lead and be responsible for process optimization and scale up of existing hybridoma cell culture, must be..."
10702,Systems Analyst/Computer Scientist,"San Diego, CA","TechGuard Security, LLC",None,None,None,"Perform analysis, algorithm development and implementation, and display for Cyberspace Operations tools and data fusion drawn from various sources of..."
10703,Mechanical Engineer Design/Writing Systems Engineer Intern,"San Diego, CA",HP Inc,None,None,None,"As an Intern in the Industrial, Commercial, and Enterprise Printing Lab located in San Diego, California you will be working with a team of engineers and..."
10704,"Manager, Clinical Database Management","San Diego, CA",Hologic,None,61 reviews,41.4,Interfaces and advises clinical scientists regarding design and organization of clinical data. Export knowledge of best practices for EDC and clinical data base...
10705,Sr Software V&V Engineer - Oncology Data Analysis Software,"San Diego, CA","Illumina, Inc.",None,52 reviews,41.4,Work independently in cross-functional teams to lead the testing effort for data analysis software. This role is to provide Software V&amp;V support for Illumina’s...
10706,Scientist I - QC Sterility Assurance,"San Diego, CA","Ajinomoto Althea, Inc.",None,10 reviews,40.2,Compiles data for documentation of test procedures. Analyzes data and results and presents conclusions to manager....
10707,Data Scientist III - Amazon Studios - Santa Monica,"Santa Monica, CA",Amazon Corporate LLC,None,"9,636 reviews",43.2,Data Scientist Role. 4+ years of professional working using data modeling in customer facing and data centric companies....
10708,Analytic Consultant 1 (Data and Research Analyst),"Santa Monica, CA",WELLS FARGO BANK,None,"13,909 reviews",43.8,"The DRA will consolidate data and provide valuable metrics to our group. Drawing from the portfolio databases and industry research data management noted above,..."
10709,"Sr. Data Scientist (NLP), Content Science & Algorithms","Beverly Hills, CA 90210",Netflix,None,239 reviews,43.8,Hunger to continue learning and developing as a data scientist. Content Science &amp; Algorithms is a world class team of data scientists in Los Angeles leveraging...
10710,Water Resources Certified Professional,"Los Angeles, CA",INTERA,None,None,None,"Interpretation of soil and groundwater data. Analyzing aerial photographs, well logs, and other data sources...."
10711,"Sr. Research Analyst, Industrial","Los Angeles, CA",JLL,None,761 reviews,43.8,"Respond to all internal and external requests for insight, data, and information. Strong analytical skills, problem solving skills, and ability to process and..."
10712,Cytogenetic Technologist II,"Los Angeles, CA",UCLA Health,None,23 reviews,42.0,"A current California Clinical Cytogeneticist Scientist License. Other responsibilities include method development-modification-parallel testing, collaboration..."
10713,"University Archivist and Head, Special Collections","Pasadena, CA 91125",California Institute of Technology,None,64 reviews,51.6,"The Archives and Library are actively digitizing collections and, at the same time, working to address the significant challenges inherent in archiving digital..."
10714,Sr. Field Service Engineer,"Los Angeles, CA",SCIEX,None,3 reviews,51.0,SCIEX helps to improve the world we live in by enabling scientists and laboratory analysts to find answers to the complex analytical challenges they face....
10715,Research Database Development Coordinator,"Los Angeles, CA",University of Southern California,None,356 reviews,52.1,"The Clinical Investigation Support Office ( CISO ) whose staff of research nurses and data managers oversee the trials and collect the data, the Clinical..."
10716,Clinical Laboratory Scientist - Chemistry Coordinator,"Los Angeles, CA 90036",OLYMPIA MEDICAL CENTER,None,30 reviews,43.2,"A valid California Clinical Laboratory Scientist license issued by the State of California. Participates in departmental Performance Improvement activities,..."
10717,Application Support/Customer Service,"El Segundo, CA",General Dynamics - Information Technology,None,"3,524 reviews",43.8,"Ensures the integrity of project data, including data extraction, storage, manipulation, processing and analysis...."
10718,Data Scientist (Associate Manager),"Richmond, VA",Altria,None,137 reviews,44.4,"We are currently looking for a Consumer and Marketplace Insights Data Scientist at our headquarters in Richmond, VA...."
10719,Data Scientist,"Glen Allen, VA",GE Digital,None,10 reviews,41.4,"Qualifications/Requirements for a Principal Data Scientist. Gather and analyze data, devise innovative data science solutions and build prototypes...."
10720,Director of Data Analysis,"Richmond, VA",Capital One,None,"2,907 reviews",44.4,"Director, Data Analysis. Director of Data Analysis. This position will lead a team of Data Analysts (4-5 Analysts) charged with identifying new data sources..."
